ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2753	"ENSG00000100650.11"	"SRSF5"	chr14	+	70235514	70237257	70235514	70235968	70237183	70237257	2753	629,316	211,145	21,20	23,15	197	99	0.00156140149176	0.023627193348	0.6,0.523	0.315,0.401	0.204
5729	"ENSG00000105726.12"	"ATP13A1"	chr19	-	19760549	19762606	19760549	19760749	19762497	19762606	5729	20,26	27,31	11,6	40,26	197	99	0.00155915620534	0.023627193348	0.271,0.297	0.121,0.104	0.172
10657	"ENSG00000115286.15"	"NDUFS7"	chr19	+	1388523	1388937	1388523	1388592	1388831	1388937	10657	15,15	93,68	9,5	134,94	197	99	0.0015832157124	0.0239151828613	0.075,0.1	0.033,0.026	0.058
9402	"ENSG00000100462.11"	"PRMT5"	chr14	-	23397334	23397824	23397334	23397420	23397705	23397824	9402	20,43	244,181	19,14	259,226	197	99	0.00160785997006	0.0242448358643	0.04,0.107	0.036,0.03	0.04
4233	"ENSG00000198218.6"	"QRICH1"	chr3	-	49070054	49070661	49070054	49070206	49070552	49070661	4233	49,90	56,107	40,25	85,65	197	99	0.00165203371043	0.0248238282188	0.305,0.297	0.191,0.162	0.124
6117	"ENSG00000204843.8"	"DCTN1"	chr2	-	74592201	74592784	74592201	74592368	74592641	74592784	6117	41,24	123,100	22,12	147,112	197	99	0.00165073342653	0.0248238282188	0.143,0.108	0.07,0.051	0.065
699	"ENSG00000006712.10"	"PAF1"	chr19	-	39880119	39880401	39880119	39880186	39880279	39880401	699	23,23	167,161	5,3	116,87	191	99	0.00170338534517	0.0255062666232	0.067,0.069	0.022,0.018	0.048
7696	"ENSG00000099949.14"	"LZTR1"	chr22	+	21350251	21351090	21350251	21350401	21350984	21351090	7696	15,59	97,73	16,9	118,87	197	99	0.00170049443652	0.0255062666232	0.072,0.289	0.064,0.049	0.124
6921	"ENSG00000134440.7"	"NARS"	chr18	-	55269586	55270175	55269586	55269718	55270043	55270175	6921	47,95	351,250	43,33	331,280	197	99	0.0017153259126	0.025640393424	0.063,0.16	0.061,0.056	0.053
7540	"ENSG00000198276.9"	"UCKL1"	chr20	-	62577157	62577620	62577157	62577328	62577513	62577620	7540	119,63	78,59	78,46	98,80	197	99	0.00175922142011	0.0262508821282	0.434,0.349	0.286,0.224	0.136
10048	"ENSG00000007923.11"	"DNAJC11"	chr1	-	6697360	6697606	6697360	6697400	6697506	6697606	10048	4,14	105,17	2,3	73,105	197	99	0.00178271546053	0.026516882024	0.019,0.293	0.014,0.014	0.142
7775	"ENSG00000103335.15"	"PIEZO1"	chr16	-	88793964	88794251	88793964	88794069	88794194	88794251	7775	38,29	0,1	20,11	5,4	197	99	0.00178321789527	0.026516882024	1.0,0.936	0.668,0.58	0.344
3419	"ENSG00000076928.13"	"ARHGEF1"	chr19	+	42396095	42396444	42396095	42396194	42396401	42396444	3419	48,19	33,25	17,13	47,31	197	99	0.00179842641347	0.0266968480549	0.422,0.276	0.154,0.174	0.185
2038	"ENSG00000214046.4"	"SMIM7"	chr19	-	16770765	16770955	16770765	16770811	16770895	16770955	2038	33,9	0,158	1,1	61,113	182	99	0.00184599581028	0.027310222827	1.0,0.03	0.009,0.005	0.508
9201	"ENSG00000178035.7"	"IMPDH2"	chr3	-	49061927	49062235	49061927	49062011	49062091	49062235	9201	26,42	562,515	16,9	489,402	178	99	0.0018461011591	0.027310222827	0.025,0.043	0.018,0.012	0.019
2450	"ENSG00000171858.13"	"RPS21"	chr20	+	60963341	60963575	60963341	60963420	60963512	60963575	2450	1277,642	363,202	34,44	22,24	190	99	0.00185906611697	0.0274547650779	0.647,0.623	0.446,0.489	0.167
6516	"ENSG00000164054.11"	"SHISA5"	chr3	-	48509274	48510972	48509274	48510585	48510759	48510972	6516	60,49	117,159	21,11	106,70	197	99	0.00186532100986	0.0274998869292	0.205,0.134	0.091,0.073	0.087
5177	"ENSG00000161960.10"	"EIF4A1"	chr17	+	7481144	7481562	7481144	7481234	7481544	7481562	5177	1443,2235	44,99	1777,1512	42,30	197	99	0.00187792251334	0.0276382602777	0.943,0.919	0.955,0.962	-0.027
776	"ENSG00000160948.9"	"VPS28"	chr8	-	145651408	145651619	145651408	145651446	145651562	145651619	776	48,25	198,90	2,2	38,43	197	99	0.00188973551074	0.0277645755809	0.109,0.122	0.026,0.023	0.091
6490	"ENSG00000100075.5"	"SLC25A1"	chr22	-	19165239	19165554	19165239	19165378	19165454	19165554	6490	9,15	56,40	7,4	92,62	174	99	0.00189373519926	0.0277758601325	0.084,0.176	0.041,0.035	0.092
12086	"ENSG00000104915.10"	"STX10"	chr19	-	13254875	13255485	13254875	13255300	13255390	13255485	12086	90,105	113,76	49,28	91,63	188	99	0.00189885546171	0.0278035139581	0.295,0.421	0.221,0.19	0.152
8206	"ENSG00000140525.13"	"FANCI"	chr15	+	89824995	89826481	89824995	89825066	89826333	89826481	8206	33,15	8,5	26,28	0,0	197	99	0.00191144558983	0.0278928265613	0.675,0.601	1.0,1.0	-0.362
9696	"ENSG00000011243.13"	"AKAP8L"	chr19	-	15514285	15514853	15514285	15514526	15514820	15514853	9696	41,52	294,345	19,10	252,176	197	99	0.0019112891746	0.0278928265613	0.065,0.07	0.037,0.028	0.035
5660	"ENSG00000145833.11"	"DDX46"	chr5	+	134146910	134147535	134146910	134147048	134147385	134147535	5660	17,13	313,208	6,4	306,258	197	99	0.0019197591094	0.0279666602463	0.027,0.03	0.01,0.008	0.019
7448	"ENSG00000255717.2"	"SNHG1"	chr11	-	62620544	62621062	62620544	62620615	62621023	62621062	7448	136,242	77,22	44,41	0,0	197	99	0.00192825850557	0.0279958459075	0.47,0.847	1.0,1.0	-0.342
796	"ENSG00000071894.10"	"CPSF1"	chr8	-	145624517	145624740	145624517	145624592	145624665	145624740	796	37,30	99,63	0,1	16,21	171	99	0.00192827699561	0.0279958459075	0.178,0.216	0.0,0.027	0.183
10331	"ENSG00000158552.8"	"ZFAND2B"	chr2	+	220072977	220073208	220072977	220073070	220073147	220073208	10331	44,61	67,45	16,11	48,33	175	99	0.00194649599737	0.0282127033683	0.271,0.434	0.159,0.159	0.194
2543	"ENSG00000103145.6"	"HCFC1R1"	chr16	-	3073233	3073531	3073233	3073362	3073474	3073531	2543	83,51	39,34	43,22	46,33	197	99	0.00198194395062	0.0286299298413	0.517,0.43	0.32,0.251	0.188
5962	"ENSG00000004975.7"	"DVL2"	chr17	-	7133603	7134116	7133603	7133749	7134046	7134116	5962	21,18	60,56	7,3	59,42	197	99	0.00198115518881	0.0286299298413	0.15,0.139	0.056,0.035	0.099
7805	"ENSG00000204394.8"	"VARS"	chr6	-	31750178	31750399	31750178	31750220	31750306	31750399	7805	3,18	126,54	5,4	145,142	184	99	0.00199312828604	0.0287431839237	0.013,0.152	0.018,0.015	0.066
10143	"ENSG00000115307.12"	"AUP1"	chr2	-	74755877	74756409	74755877	74756062	74756258	74756409	10143	225,230	167,245	134,85	181,141	197	99	0.00201059854363	0.0288981513085	0.404,0.321	0.271,0.233	0.111
7656	"ENSG00000120699.8"	"EXOSC8"	chr13	+	37577070	37578698	37577070	37577144	37578652	37578698	7656	85,103	211,101	67,42	198,173	197	99	0.00200728103434	0.0288981513085	0.168,0.339	0.145,0.109	0.127
10342	"ENSG00000177595.13"	"PIDD"	chr11	-	802681	803647	802681	802891	803173	803647	10342	89,61	10,9	52,34	18,13	197	99	0.00208285383339	0.0298866923172	0.817,0.773	0.592,0.568	0.215
4294	"ENSG00000169592.10"	"INO80E"	chr16	+	30007564	30007938	30007564	30007712	30007867	30007938	4294	6,35	94,103	8,5	116,90	197	99	0.00209460552212	0.0300052241044	0.031,0.146	0.033,0.027	0.058
3299	"ENSG00000062822.8"	"POLD1"	chr19	+	50918980	50919785	50918980	50919083	50919652	50919785	3299	31,51	72,55	32,21	114,78	197	99	0.00211771437325	0.0302857820933	0.178,0.318	0.124,0.119	0.127
2985	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271138	1271364	1271138	1271245	1271327	1271364	2985	47,21	511,252	17,14	380,365	180	99	0.00212838448951	0.0303878150952	0.048,0.044	0.024,0.021	0.024
375	"ENSG00000177731.11"	"FLII"	chr17	-	18148868	18149376	18148868	18148974	18149057	18149376	375	33,30	69,61	19,13	87,64	181	99	0.00213745511498	0.0304162693928	0.207,0.212	0.107,0.1	0.106
6697	"ENSG00000136699.15"	"SMPD4"	chr2	-	130911849	130912832	130911849	130912055	130912668	130912832	6697	45,66	170,104	23,13	118,82	197	99	0.00213711131222	0.0304162693928	0.117,0.242	0.089,0.074	0.098
3654	"ENSG00000182087.8"	"TMEM259"	chr19	-	1012064	1012572	1012064	1012187	1012461	1012572	3654	81,145	48,46	79,54	72,54	197	99	0.00215026466841	0.0305427298171	0.459,0.613	0.355,0.334	0.192
7724	"ENSG00000103496.10"	"STX4"	chr16	+	31050861	31051139	31050861	31050972	31051043	31051139	7724	10,27	9,23	8,3	22,15	169	99	0.00215700255951	0.0305427298171	0.394,0.407	0.176,0.105	0.26
8923	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993554	49993106	49993179	49993488	49993554	8923	110,209	4941,5921	35,18	4865,3685	197	99	0.00215490793658	0.0305427298171	0.011,0.017	0.004,0.002	0.011
1001	"ENSG00000140983.9"	"RHOT2"	chr16	+	722253	722825	722253	722566	722702	722825	1001	29,85	109,87	25,15	120,88	197	99	0.00216899931568	0.0306117391105	0.118,0.329	0.095,0.079	0.137
4425	"ENSG00000131652.9"	"THOC6"	chr16	+	3075924	3076289	3075924	3076167	3076251	3076289	4425	17,32	24,66	9,8	47,41	182	99	0.00216736618052	0.0306117391105	0.278,0.209	0.094,0.096	0.148
1998	"ENSG00000106327.8"	"TFR2"	chr7	-	100225529	100225748	100225529	100225597	100225695	100225748	1998	23,31	124,103	13,9	135,90	196	99	0.00217266568581	0.0306132156878	0.086,0.132	0.046,0.048	0.062
4232	"ENSG00000071564.10"	"TCF3"	chr19	-	1615283	1615820	1615283	1615519	1615684	1615820	4232	16,34	86,71	15,10	111,90	197	99	0.00221668442501	0.0311823283682	0.086,0.194	0.064,0.053	0.082
11436	"ENSG00000198930.8"	"CSAG1"	chrX	+	151908777	151909518	151908777	151908928	151909138	151909518	11436	265,323	242,159	144,91	186,118	197	99	0.00227042891507	0.0318359718521	0.355,0.505	0.28,0.279	0.15
199	"ENSG00000101158.8"	"NELFCD"	chr20	+	57568052	57568599	57568052	57568167	57568503	57568599	199	20,35	227,145	11,9	185,142	197	99	0.00227055855094	0.0318359718521	0.042,0.108	0.029,0.031	0.045
5292	"ENSG00000171863.8"	"RPS7"	chr2	+	3622947	3623274	3622947	3623038	3623190	3623274	5292	3496,4161	83,78	4736,3768	66,44	197	99	0.00228706529913	0.0320151893258	0.955,0.964	0.973,0.977	-0.015
8491	"ENSG00000126012.7"	"KDM5C"	chrX	-	53227671	53228070	53227671	53227819	53227945	53228070	8491	107,89	94,98	57,43	99,77	197	99	0.00229817572494	0.0321184070827	0.364,0.313	0.224,0.219	0.117
12680	"ENSG00000103549.17"	"RNF40"	chr16	+	30780506	30780921	30780506	30780719	30780795	30780921	12680	15,19	137,209	5,3	151,134	174	99	0.00231894882465	0.0323036712283	0.059,0.049	0.018,0.013	0.038
7283	"ENSG00000138074.10"	"SLC5A6"	chr2	-	27425680	27426213	27425680	27425748	27426100	27426213	7283	60,37	34,26	27,18	36,29	197	99	0.00231692687716	0.0323036712283	0.47,0.417	0.274,0.238	0.188
9763	"ENSG00000166012.10"	"TAF1D"	chr11	-	93469859	93470405	93469859	93469917	93470229	93470405	9763	139,188	379,370	75,49	265,197	197	99	0.00232675543343	0.0323599724115	0.156,0.203	0.125,0.111	0.061
161	"ENSG00000241945.3"	"PWP2"	chr21	+	45544460	45546000	45544460	45544608	45545891	45546000	161	14,13	111,80	8,5	148,128	197	99	0.00236552271445	0.0328459898719	0.06,0.075	0.026,0.019	0.045
11571	"ENSG00000014216.11"	"CAPN1"	chr11	+	64977319	64977567	64977319	64977388	64977488	64977567	11571	13,11	44,49	3,2	54,39	197	99	0.00242299714292	0.0335897749087	0.129,0.101	0.027,0.025	0.089
6488	"ENSG00000100075.5"	"SLC25A1"	chr22	-	19164179	19164416	19164179	19164206	19164358	19164416	6488	24,35	1316,462	14,8	860,670	197	99	0.00243757570247	0.0336832205189	0.009,0.037	0.008,0.006	0.016
8690	"ENSG00000234545.3"	"FAM133B"	chr7	-	92206968	92207496	92206968	92207031	92207463	92207496	8690	54,56	64,84	23,17	62,52	197	99	0.00243509815651	0.0336832205189	0.298,0.251	0.157,0.141	0.125
11873	"ENSG00000070814.13"	"TCOF1"	chr5	+	149771106	149771739	149771106	149771220	149771519	149771739	11873	10,26	88,65	10,6	113,86	197	99	0.00245978621624	0.033887070065	0.054,0.167	0.043,0.034	0.072
6058	"ENSG00000127580.11"	"WDR24"	chr16	-	735868	736186	735868	735990	736067	736186	6058	13,19	17,19	7,4	27,19	175	99	0.00246415576389	0.033887070065	0.302,0.361	0.128,0.106	0.215
626	"ENSG00000095906.12"	"NUBP2"	chr16	+	1836537	1837832	1836537	1836956	1837677	1837832	626	21,35	11,33	16,8	32,24	197	99	0.00246209743468	0.033887070065	0.49,0.348	0.201,0.143	0.247
9809	"ENSG00000161638.6"	"ITGA5"	chr12	-	54796970	54797563	54796970	54797108	54797408	54797563	9809	21,20	230,159	7,3	170,125	197	99	0.00248223246298	0.0340811310213	0.044,0.059	0.02,0.012	0.035
8740	"ENSG00000079616.8"	"KIF22"	chr16	+	29810584	29811102	29810584	29810815	29810948	29811102	8740	41,41	425,618	14,9	366,281	197	99	0.00252037086193	0.0345495814327	0.046,0.032	0.019,0.016	0.021
11462	"ENSG00000100938.13"	"GMPR2"	chr14	+	24707451	24708448	24707451	24707611	24707794	24708448	11462	29,42	45,39	17,12	50,37	197	99	0.00261150417501	0.0357418445608	0.245,0.351	0.146,0.14	0.155
7881	"ENSG00000021776.6"	"AQR"	chr15	-	35166028	35167065	35166028	35166200	35166877	35167065	7881	20,17	109,57	7,5	91,70	197	99	0.00264368544684	0.0361247637768	0.084,0.13	0.037,0.035	0.071
3882	"ENSG00000130935.5"	"NOL11"	chr17	+	65734237	65735126	65734237	65734471	65735047	65735126	3882	11,42	207,206	14,11	245,205	197	99	0.00265178823369	0.0361779680453	0.026,0.093	0.028,0.026	0.033
8245	"ENSG00000110619.12"	"CARS"	chr11	-	3047905	3050314	3047905	3048027	3050225	3050314	8245	71,47	81,59	46,33	101,76	197	99	0.00269416851543	0.0366979055311	0.306,0.286	0.186,0.179	0.113
10379	"ENSG00000156256.10"	"USP16"	chr21	+	30414792	30415920	30414792	30414849	30415743	30415920	10379	55,43	108,154	24,16	119,100	197	99	0.00270280059177	0.0367572327314	0.204,0.123	0.092,0.074	0.08
7312	"ENSG00000082515.12"	"MRPL22"	chr5	+	154320661	154320886	154320661	154320698	154320776	154320886	7312	178,39	472,240	0,0	24,20	176	99	0.00275404682684	0.0373949960137	0.175,0.084	0.0,0.0	0.13
8469	"ENSG00000214706.6"	"IFRD2"	chr3	-	50326877	50327193	50326877	50327059	50327142	50327193	8469	20,19	24,17	7,5	26,18	181	99	0.00276159985236	0.0374384080931	0.313,0.379	0.128,0.132	0.216
7355	"ENSG00000162298.12"	"SYVN1"	chr11	-	64900392	64900791	64900392	64900545	64900630	64900791	7355	24,38	195,195	11,7	165,114	183	99	0.0027710691578	0.0375076211201	0.062,0.095	0.035,0.032	0.045
5572	"ENSG00000095059.11"	"DHPS"	chr19	-	12790270	12790533	12790270	12790357	12790436	12790533	5572	45,73	115,79	25,16	94,68	177	99	0.00279473581725	0.0377604647332	0.18,0.341	0.129,0.116	0.138
6434	"ENSG00000147274.10"	"RBMX"	chrX	-	135957244	135957449	135957244	135957327	135957416	135957449	6434	41,18	1192,515	3,4	376,434	187	99	0.00279853589704	0.0377604647332	0.018,0.018	0.004,0.005	0.013
6694	"ENSG00000136699.15"	"SMPD4"	chr2	-	130913607	130914248	130913607	130913708	130914157	130914248	6694	25,33	39,66	10,6	44,36	197	99	0.00283197736562	0.0380920899178	0.244,0.201	0.103,0.077	0.133
857	"ENSG00000185813.6"	"PCYT2"	chr17	-	79863975	79864422	79863975	79864053	79864339	79864422	857	44,25	60,36	26,16	70,57	197	99	0.00283115938674	0.0380920899178	0.269,0.259	0.157,0.124	0.123
3026	"ENSG00000204344.10"	"STK19"	chr6	+	31947190	31948325	31947190	31947330	31948227	31948325	3026	28,50	42,54	19,15	56,40	197	99	0.0028390725917	0.0381278576963	0.251,0.318	0.146,0.159	0.132
3264	"ENSG00000140416.15"	"TPM1"	chr15	+	63353396	63354476	63353396	63353472	63354413	63354476	3264	45,15	107,65	17,11	107,79	197	99	0.0029827224498	0.039994538933	0.174,0.104	0.074,0.065	0.069
4039	"ENSG00000198837.5"	"DENND4B"	chr1	-	153913709	153913870	153913709	153913765	153913849	153913870	4039	7,3	14,55	0,0	30,52	182	99	0.00299237660866	0.0400614905786	0.214,0.029	0.0,0.0	0.121
572	"ENSG00000213983.7"	"AP1G2"	chr14	-	24035024	24035369	24035024	24035101	24035272	24035369	572	98,57	12,5	56,34	17,11	197	99	0.00304034006291	0.0406403154599	0.804,0.851	0.623,0.608	0.212
3837	"ENSG00000102901.8"	"CENPT"	chr16	-	67865914	67866448	67865914	67866011	67866130	67866448	3837	31,21	144,83	11,7	116,81	197	99	0.0030505942503	0.0407140645673	0.098,0.113	0.045,0.042	0.062
3735	"ENSG00000127054.14"	"CPSF3L"	chr1	-	1247972	1248329	1247972	1248080	1248166	1248329	3735	19,48	82,65	12,9	80,58	184	99	0.00307707388953	0.0410037985744	0.111,0.284	0.075,0.077	0.121
4709	"ENSG00000143499.9"	"SMYD2"	chr1	+	214505360	214507651	214505360	214505535	214507542	214507651	4709	24,22	15,37	15,10	50,38	197	99	0.0031620350981	0.0420057058241	0.446,0.23	0.131,0.117	0.214
7188	"ENSG00000160752.10"	"FDPS"	chr1	+	155288467	155288696	155288467	155288544	155288646	155288696	7188	17,36	157,24	51,30	422,400	197	99	0.00315828609385	0.0420057058241	0.052,0.43	0.057,0.036	0.195
3450	"ENSG00000141499.12"	"WRAP53"	chr17	+	7591794	7592397	7591794	7591879	7591965	7592397	3450	11,16	119,132	22,16	91,60	184	99	0.0031835515687	0.0421122974694	0.047,0.061	0.115,0.125	-0.066
5374	"ENSG00000172053.10"	"QARS"	chr3	-	49135624	49135913	49135624	49135691	49135785	49135913	5374	28,46	421,236	21,12	331,252	192	99	0.00318475780746	0.0421122974694	0.033,0.091	0.032,0.024	0.034
690	"ENSG00000165487.9"	"MICU2"	chr13	-	22069299	22070299	22069299	22069457	22070190	22070299	690	10,15	45,48	6,4	68,57	197	99	0.00317881423112	0.0421122974694	0.1,0.136	0.042,0.034	0.08
1801	"ENSG00000172531.10"	"PPP1CA"	chr11	-	67166192	67166634	67166192	67166327	67166410	67166634	1801	3,19	206,271	4,1	268,224	181	99	0.00322078995125	0.0425233327665	0.008,0.037	0.008,0.002	0.017
10641	"ENSG00000117616.13"	"C1orf63"	chr1	-	25570040	25571792	25570040	25570124	25571640	25571792	10641	276,484	150,211	215,150	64,45	197	99	0.00325773669028	0.0428793979371	0.48,0.535	0.628,0.626	-0.119
301	"ENSG00000115446.7"	"UNC50"	chr2	+	99225041	99226502	99225041	99225189	99226218	99226502	301	42,93	49,38	34,24	64,52	197	99	0.00325660369168	0.0428793979371	0.301,0.552	0.211,0.188	0.227
2520	"ENSG00000182944.13"	"EWSR1"	chr22	+	29684594	29687588	29684594	29684775	29687550	29687588	2520	72,100	50,41	47,31	50,40	197	99	0.00327110324541	0.0429238662508	0.42,0.551	0.321,0.28	0.185
788	"ENSG00000071894.10"	"CPSF1"	chr8	-	145624183	145624428	145624183	145624258	145624347	145624428	788	10,16	157,127	4,2	154,106	187	99	0.00326934153624	0.0429238662508	0.033,0.063	0.014,0.01	0.036
11731	"ENSG00000126581.8"	"BECN1"	chr17	-	40970804	40971627	40970804	40970895	40971565	40971627	11731	39,51	77,57	22,16	73,53	197	99	0.00335289419694	0.0439300695468	0.203,0.31	0.132,0.132	0.124
33	"ENSG00000171163.11"	"ZNF692"	chr1	-	249150571	249150795	249150571	249150621	249150712	249150795	33	45,17	332,163	4,4	103,107	189	99	0.00340179717066	0.044502962986	0.066,0.052	0.02,0.019	0.039
5538	"ENSG00000169228.9"	"RAB24"	chr5	-	176729128	176729497	176729128	176729179	176729397	176729497	5538	108,113	59,43	73,56	63,49	197	99	0.00340785917531	0.0445145130878	0.479,0.569	0.368,0.365	0.158
58	"ENSG00000167700.4"	"MFSD3"	chr8	+	145735980	145736286	145735980	145736105	145736176	145736286	58	19,21	4,7	15,9	16,10	169	99	0.0034425884357	0.0448999204929	0.736,0.637	0.354,0.345	0.337
10953	"ENSG00000197170.5"	"PSMD12"	chr17	-	65353418	65353694	65353418	65353547	65353634	65353694	10953	10,20	106,200	3,2	116,103	185	99	0.00351779431722	0.0457292865833	0.048,0.051	0.014,0.01	0.038
11460	"ENSG00000182196.9"	"ARL6IP4"	chr12	+	123467015	123467456	123467015	123467085	123467166	123467456	11460	133,66	62,27	10,10	12,13	179	99	0.00351828770028	0.0457292865833	0.543,0.575	0.315,0.298	0.252
11747	"ENSG00000114867.15"	"EIF4G1"	chr3	+	184049053	184049394	184049053	184049152	184049259	184049394	11747	22,35	247,327	15,10	299,255	197	99	0.00352213935057	0.0457292865833	0.043,0.051	0.025,0.019	0.025
1524	"ENSG00000109332.15"	"UBE2D3"	chr4	-	103722610	103723795	103722610	103722716	103723717	103723795	1524	35,28	714,551	14,9	568,449	197	99	0.00356548183211	0.0462221966018	0.024,0.025	0.012,0.01	0.014
12403	"ENSG00000172009.10"	"THOP1"	chr19	+	2807439	2808442	2807439	2807806	2808240	2808442	12403	14,8	0,2	14,9	14,12	197	99	0.00363322872066	0.0469587982768	1.0,0.668	0.334,0.274	0.53
9830	"ENSG00000129197.10"	"RPAIN"	chr17	+	5329290	5331531	5329290	5329619	5331390	5331531	9830	57,30	27,14	29,16	29,22	197	99	0.00362825163328	0.0469587982768	0.515,0.519	0.334,0.268	0.216
711	"ENSG00000071082.6"	"RPL31"	chr2	+	101618754	101619270	101618754	101618777	101619163	101619270	711	38,137	2946,2887	38,37	3035,2285	197	99	0.00364888927071	0.0470903953179	0.006,0.023	0.006,0.008	0.007
4282	"ENSG00000186635.10"	"ARAP1"	chr11	-	72398483	72398783	72398483	72398547	72398732	72398783	4282	10,8	19,13	3,2	27,19	197	99	0.00369489080772	0.0476125734518	0.209,0.236	0.053,0.05	0.171
5968	"ENSG00000164163.6"	"ABCE1"	chr4	+	146042297	146042543	146042297	146042385	146042484	146042543	5968	40,33	275,154	6,6	91,100	197	99	0.0037046098556	0.0476663498636	0.068,0.097	0.032,0.029	0.052
10063	"ENSG00000115942.4"	"ORC2"	chr2	-	201778017	201778715	201778017	201778136	201778653	201778715	10063	46,60	92,76	35,28	115,78	197	99	0.00372747399355	0.0478173716038	0.201,0.284	0.133,0.153	0.099
701	"ENSG00000006712.10"	"PAF1"	chr19	-	39880708	39880929	39880708	39880801	39880899	39880929	701	15,14	186,208	3,1	148,110	196	99	0.00372626422705	0.0478173716038	0.039,0.033	0.01,0.005	0.029
357	"ENSG00000116809.7"	"ZBTB17"	chr1	-	16270093	16270390	16270093	16270210	16270302	16270390	357	9,24	13,21	6,3	22,16	190	99	0.00373504101816	0.0478327503302	0.265,0.373	0.124,0.089	0.213
9202	"ENSG00000178035.7"	"IMPDH2"	chr3	-	49061757	49062235	49061757	49061837	49061927	49062235	9202	26,41	227,197	13,10	179,145	188	99	0.00373980316718	0.0478327503302	0.057,0.099	0.037,0.035	0.042
8602	"ENSG00000234741.3"	"GAS5"	chr1	-	173835665	173835934	173835665	173835774	173835898	173835934	8602	1465,864	34,17	193,260	0,0	197	99	0.00379339459079	0.0484461017947	0.956,0.962	1.0,1.0	-0.041
1850	"ENSG00000138035.10"	"PNPT1"	chr2	-	55871771	55872567	55871771	55871855	55872483	55872567	1850	14,34	99,72	17,11	128,115	197	99	0.00380460079817	0.0485171273891	0.066,0.192	0.063,0.046	0.075
8055	"ENSG00000169714.12"	"CNBP"	chr3	-	128889921	128890381	128889921	128890126	128890288	128890381	8055	73,122	8,13	34,23	10,8	197	99	0.00381927743542	0.0486321326777	0.821,0.825	0.631,0.591	0.212
