Gene	Ensembl_Gene_ID	Chromosome	Gene_start	Gene_end
LINC02667	ENSG00000224190	10	128912810	128916429
MGMT	ENSG00000170430	10	129467190	129770983
LINC02666	ENSG00000283141	10	129784983	129806971
EBF3	ENSG00000108001	10	129835233	129973053
MIR4297	ENSG00000266676	10	129843299	129843374
EBF3-AS1	ENSG00000287997	10	129857638	129867384
C10orf143	ENSG00000237489	10	130020025	130110830
CTAGE7P	ENSG00000233122	10	130106046	130108481
PPIAP32	ENSG00000233319	10	130131770	130132241
GLRX3	ENSG00000108010	10	130136391	130184521
LINC02646	ENSG00000236303	10	130213488	130483193
Y_RNA	ENSG00000222997	10	130505106	130505201
MIR378C	ENSG00000264803	10	130962588	130962668
TCERG1L	ENSG00000176769	10	131092391	131311721
TCERG1L-AS1	ENSG00000230098	10	131095218	131095777
LINC01164	ENSG00000189275	10	131772383	131790199
PPP2R2D	ENSG00000175470	10	131901008	131959834
BNIP3	ENSG00000176171	10	131967684	131981967
JAKMIP3	ENSG00000188385	10	132036336	132184858
JAKMIP3-AS1	ENSG00000235010	10	132181225	132185962
DPYSL4	ENSG00000151640	10	132186948	132205759
STK32C	ENSG00000165752	10	132207492	132331847
LRRC27	ENSG00000148814	10	132332154	132381508
PWWP2B	ENSG00000171813	10	132397168	132417859
LINC02870	ENSG00000180066	10	132444327	132449408
LINC01165	ENSG00000229081	10	132520827	132522449
INPP5A	ENSG00000068383	10	132537787	132783480
NKX6-2	ENSG00000148826	10	132783179	132786147
CFAP46	ENSG00000171811	10	132808392	132942823
LINC01166	ENSG00000232903	10	132943967	132965289
LINC01167	ENSG00000224758	10	132961340	132962237
LINC01168	ENSG00000240707	10	132965534	132976354
ADGRA1-AS1	ENSG00000256925	10	133083073	133088491
ADGRA1	ENSG00000197177	10	133087924	133131675
RPL5P28	ENSG00000235264	10	133144612	133145304
KNDC1	ENSG00000171798	10	133160219	133226412
UTF1	ENSG00000171794	10	133230217	133231558
VENTX	ENSG00000151650	10	133237855	133241928
MIR202HG	ENSG00000166917	10	133246478	133247891
MIR202	ENSG00000284219	10	133247511	133247620
ADAM8	ENSG00000151651	10	133262420	133276868
TUBGCP2	ENSG00000130640	10	133278635	133318823
ZNF511	ENSG00000198546	10	133308914	133313162
ZNF511-PRAP1	ENSG00000283496	10	133309410	133352529
CALY	ENSG00000130643	10	133324072	133336935
BANF1P2	ENSG00000230306	10	133344643	133344906
PRAP1	ENSG00000165828	10	133347368	133352683
FUOM	ENSG00000148803	10	133355158	133358025
ECHS1	ENSG00000127884	10	133362485	133373354
MIR3944	ENSG00000265395	10	133371556	133371663
PAOX	ENSG00000148832	10	133379261	133391694
MTG1	ENSG00000148824	10	133394094	133422520
SPRN	ENSG00000203772	10	133420666	133424625
OR6L2P	ENSG00000273327	10	133430394	133431318
SCART1	ENSG00000214279	10	133453928	133523558
OR7M1P	ENSG00000273336	10	133481238	133481770
CYP2E1	ENSG00000130649	10	133520406	133561220
SYCE1	ENSG00000171772	10	133553901	133569835
OR6L1P	ENSG00000233685	10	133575122	133576031
FRG2B	ENSG00000225899	10	133623895	133626795
RARRES2P2	ENSG00000213543	10	133637408	133637892
AGGF1P2	ENSG00000233435	10	133640789	133642894
CLUHP5	ENSG00000230468	10	133657235	133660635
DUX4L28	ENSG00000279626	10	133664429	133665106
DUX4L25	ENSG00000280337	10	133667151	133668419
DUX4L24	ENSG00000274599	10	133670450	133671718
DUX4L23	ENSG00000276964	10	133673749	133675017
DUX4L22	ENSG00000277274	10	133677059	133678327
DUX4L21	ENSG00000275610	10	133680369	133681637
DUX4L20	ENSG00000276164	10	133683668	133684936
DUX4L29	ENSG00000237635	10	133740606	133741284
DUX4L10	ENSG00000278664	10	133743332	133744598
DUX4L11	ENSG00000278761	10	133746641	133747907
DUX4L12	ENSG00000278790	10	133749950	133751216
DUX4L13	ENSG00000276046	10	133753250	133754516
DUX4L14	ENSG00000276904	10	133756559	133757825
DUX4L15	ENSG00000278641	10	133759859	133761125
RPL23AP60	ENSG00000213147	10	133778246	133778699
WBP1LP10	ENSG00000253826	11	75780	76143
OR4F2P	ENSG00000224777	11	86649	87586
CICP23	ENSG00000270921	11	123312	126123
LINC01001	ENSG00000230724	11	127204	139612
RNU6-447P	ENSG00000222225	11	152999	153102
BET1L	ENSG00000177951	11	167784	207399
SCGB1C1	ENSG00000188076	11	193078	194575
ODF3	ENSG00000177947	11	196761	200261
RIC8A	ENSG00000177963	11	207708	215113
MIR6743	ENSG00000283920	11	209336	209406
SIRT3	ENSG00000142082	11	215030	236931
PSMD13	ENSG00000185627	11	236966	252984
COX8BP	ENSG00000289568	11	253416	269461
NLRP6	ENSG00000174885	11	278407	285388
PGGHG	ENSG00000142102	11	289126	296107
IFITM5	ENSG00000206013	11	298200	299526
IFITM2	ENSG00000185201	11	303655	309397
IFITM1	ENSG00000185885	11	310041	315272
IFITM3	ENSG00000142089	11	319676	329475
B4GALNT4	ENSG00000182272	11	369499	382117
PKP3	ENSG00000184363	11	392614	404908
SIGIRR	ENSG00000185187	11	405716	417455
ANO9	ENSG00000185101	11	417933	442011
RN7SL838P	ENSG00000243562	11	440399	440693
PTDSS2	ENSG00000174915	11	448268	491399
RNH1	ENSG00000023191	11	494512	507300
HRAS	ENSG00000174775	11	532242	537321
LRRC56	ENSG00000161328	11	537527	554912
LMNTD2	ENSG00000185522	11	554850	560738
LMNTD2-AS1	ENSG00000254815	11	557595	560107
RASSF7	ENSG00000099849	11	560404	564025
MIR210HG	ENSG00000247095	11	565657	568457
MIR210	ENSG00000199038	11	568089	568198
PHRF1	ENSG00000070047	11	576470	612222
IRF7	ENSG00000185507	11	612553	615983
CDHR5	ENSG00000099834	11	616577	626078
SCT	ENSG00000070031	11	626309	627181
DRD4	ENSG00000069696	11	637269	640706
DEAF1	ENSG00000177030	11	644233	707118
EPS8L2	ENSG00000177106	11	694438	727727
TMEM80	ENSG00000177042	11	695591	705028
TALDO1	ENSG00000177156	11	747415	765012
GATD1	ENSG00000177225	11	767220	777488
GATD1-DT	ENSG00000255284	11	777574	785231
CEND1	ENSG00000184524	11	787115	790113
SLC25A22	ENSG00000177542	11	790475	798281
PANO1	ENSG00000288675	11	797511	799190
PIDD1	ENSG00000177595	11	799179	809753
RPLP2	ENSG00000177600	11	809965	812880
SNORA52	ENSG00000199785	11	811681	811814
PNPLA2	ENSG00000177666	11	818914	825573
CRACR2B	ENSG00000177685	11	826144	831991
CD151	ENSG00000177697	11	832887	839831
POLR2L	ENSG00000177700	11	837356	842529
TSPAN4	ENSG00000214063	11	842812	867116
CHID1	ENSG00000177830	11	867859	915058
AP2A2	ENSG00000183020	11	924881	1012245
RNU6-1025P	ENSG00000222561	11	948421	948524
MUC6	ENSG00000184956	11	1012823	1036718
LINC02688	ENSG00000254872	11	1049880	1055749
MUC2	ENSG00000198788	11	1074875	1110511
MUC5AC	ENSG00000215182	11	1157953	1201138
MUC5B	ENSG00000117983	11	1223066	1262172
MUC5B-AS1	ENSG00000255177	11	1242261	1249676
MIR6744	ENSG00000275669	11	1256605	1256670
TOLLIP	ENSG00000078902	11	1274371	1309654
TOLLIP-DT	ENSG00000255153	11	1309769	1310707
LINC02689	ENSG00000285985	11	1350359	1364286
BRSK2	ENSG00000174672	11	1389899	1462689
MOB2	ENSG00000182208	11	1469457	1501247
DUSP8	ENSG00000184545	11	1554051	1572271
KRTAP5-AS1	ENSG00000233930	11	1571353	1599184
KRTAP5-1	ENSG00000205869	11	1584342	1585283
KRTAP5-2	ENSG00000205867	11	1597177	1598294
KRTAP5-3	ENSG00000196224	11	1607565	1608463
KRTAP5-4	ENSG00000241598	11	1620958	1622138
KRTAP5-5	ENSG00000185940	11	1629775	1630930
FAM99A	ENSG00000205866	11	1665597	1667856
FAM99B	ENSG00000205865	11	1683269	1685629
LINC02708	ENSG00000227306	11	1688297	1689056
KRTAP5-6	ENSG00000205864	11	1697195	1697755
IFITM10	ENSG00000244242	11	1732406	1750595
CTSD	ENSG00000117984	11	1752752	1764573
PRADX	ENSG00000235027	11	1760348	1762486
RPL36AP39	ENSG00000230980	11	1792553	1792870
SYT8	ENSG00000149043	11	1828307	1837521
TNNI2	ENSG00000130598	11	1838981	1841680
LSP1	ENSG00000130592	11	1850904	1892267
MIR4298	ENSG00000264493	11	1859464	1859536
MIR7847	ENSG00000284594	11	1880045	1880147
PRR33	ENSG00000283787	11	1888078	1891895
LINC01150	ENSG00000229671	11	1897015	1908656
TNNT3	ENSG00000130595	11	1919703	1938706
MRPL23	ENSG00000214026	11	1947278	1984522
MRPL23-AS1	ENSG00000226416	11	1983237	1989993
LINC01219	ENSG00000232987	11	1991096	1993670
H19	ENSG00000130600	11	1995166	2001470
MIR675	ENSG00000284010	11	1996759	1996831
IGF2	ENSG00000167244	11	2129112	2158391
INS-IGF2	ENSG00000129965	11	2132538	2161209
MIR483	ENSG00000207805	11	2134134	2134209
IGF2-AS	ENSG00000099869	11	2140501	2148666
INS	ENSG00000254647	11	2159779	2161221
TH	ENSG00000180176	11	2163929	2171815
MIR4686	ENSG00000265258	11	2173063	2173138
ASCL2	ENSG00000183734	11	2268498	2270588
C11orf21	ENSG00000110665	11	2295628	2303049
TSPAN32	ENSG00000064201	11	2301997	2318204
RNU6-878P	ENSG00000207308	11	2321718	2321827
CD81-AS1	ENSG00000238184	11	2328749	2377992
RPL26P30	ENSG00000236264	11	2335135	2347685
Y_RNA	ENSG00000199550	11	2372638	2372750
CD81	ENSG00000110651	11	2376177	2397802
TSSC4	ENSG00000184281	11	2400488	2403878
TRPM5	ENSG00000070985	11	2404515	2444514
KCNQ1	ENSG00000053918	11	2444684	2849105
KCNQ1OT1	ENSG00000269821	11	2608328	2699994
COX6CP18	ENSG00000236041	11	2771356	2771577
KCNQ1-AS1	ENSG00000229414	11	2840135	2861568
KCNQ1DN	ENSG00000237941	11	2870033	2872105
CDKN1C	ENSG00000129757	11	2883213	2885775
SLC22A18AS	ENSG00000254827	11	2887344	2903813
SLC22A18	ENSG00000110628	11	2899721	2925246
PHLDA2	ENSG00000181649	11	2928273	2929420
NAP1L4	ENSG00000205531	11	2944431	2992377
SNORA54	ENSG00000207008	11	2963771	2963893
CARS1	ENSG00000110619	11	3000922	3057613
CARS1-AS1	ENSG00000247473	11	3029009	3041260
RNU1-91P	ENSG00000201616	11	3048359	3048521
OSBPL5	ENSG00000021762	11	3087107	3166739
MRGPRG	ENSG00000182170	11	3217944	3218813
MRGPRG-AS1	ENSG00000236301	11	3218332	3223131
MRGPRE	ENSG00000184350	11	3225030	3232417
NDUFA5P8	ENSG00000236987	11	3276045	3276390
NDUFA5P1	ENSG00000232390	11	3321862	3322202
ZNF195	ENSG00000005801	11	3339261	3379222
OR7E12P	ENSG00000189398	11	3390780	3391752
TSSC2	ENSG00000223756	11	3401759	3408810
FAM86GP	ENSG00000166492	11	3410352	3422496
ENPP7P15	ENSG00000284605	11	3429758	3500621
SNRPCP5	ENSG00000255522	11	3531420	3531608
RPS3AP39	ENSG00000237226	11	3549745	3550519
RPS24P14	ENSG00000223688	11	3559657	3560022
OR7E117P	ENSG00000238161	11	3599595	3600706
XNDC1CP	ENSG00000289718	11	3610324	3614790
TRPC2	ENSG00000182048	11	3616679	3637549
TRPC2	ENSG00000290962	11	3626439	3637672
ART5	ENSG00000167311	11	3638512	3642316
ART1	ENSG00000129744	11	3645128	3664416
Y_RNA	ENSG00000201279	11	3663815	3663911
Y_RNA	ENSG00000200201	11	3665164	3665259
CHRNA10	ENSG00000129749	11	3665587	3671384
NUP98	ENSG00000110713	11	3671083	3797792
RNU6-1143P	ENSG00000251934	11	3714772	3714875
RNU7-50P	ENSG00000238304	11	3781395	3781456
PGAP2	ENSG00000148985	11	3797724	3826371
RHOG	ENSG00000177105	11	3826978	3840959
STIM1-AS1	ENSG00000228661	11	3854318	3855509
STIM1	ENSG00000167323	11	3854527	4093210
MIR4687	ENSG00000284525	11	3856062	3856141
PPIAP40	ENSG00000230593	11	3892398	3892887
HNRNPA1P76	ENSG00000255141	11	3972881	3974237
RPS29P20	ENSG00000240385	11	4018948	4019118
RRM1	ENSG00000167325	11	4094707	4138932
RRM1-AS1	ENSG00000255276	11	4137116	4138257
OR55B1P	ENSG00000231548	11	4146112	4151104
LINC02749	ENSG00000254480	11	4179675	4202663
RDXP1	ENSG00000255387	11	4210354	4212091
SSU72P5	ENSG00000284018	11	4233288	4233872
SSU72P2	ENSG00000284306	11	4242056	4242640
SSU72P6	ENSG00000236175	11	4278705	4279192
SSU72P4	ENSG00000283873	11	4287499	4288083
SSU72P3	ENSG00000284546	11	4329865	4330449
SSU72P7	ENSG00000284438	11	4338660	4339244
OR52B4	ENSG00000221996	11	4367263	4368386
OR52B3P	ENSG00000175800	11	4378282	4379209
TRIM21	ENSG00000132109	11	4384897	4393702
OR51R1P	ENSG00000237272	11	4418060	4419011
OR52P2P	ENSG00000171999	11	4431323	4432277
OR52K2	ENSG00000181963	11	4449295	4450361
OR52K3P	ENSG00000225101	11	4474813	4475755
OR52K1	ENSG00000196778	11	4482646	4493497
OR52M2P	ENSG00000226616	11	4514966	4515924
OR52M1	ENSG00000197790	11	4545191	4546144
C11orf40	ENSG00000171987	11	4571423	4577820
OR52I2	ENSG00000226288	11	4581743	4593340
OR52I1	ENSG00000232268	11	4593750	4595013
TRIM68	ENSG00000167333	11	4598672	4608231
OR51D1	ENSG00000197428	11	4637477	4643060
OR51E1	ENSG00000180785	11	4643420	4655488
OR51A9P	ENSG00000180723	11	4660853	4661763
OR51E2	ENSG00000167332	11	4680171	4697854
OR51C1P	ENSG00000197674	11	4690423	4697853
MMP26	ENSG00000167346	11	4704784	4992431
OR51F5P	ENSG00000272634	11	4709569	4710510
OR51C4P	ENSG00000272664	11	4718612	4719559
KRT8P49	ENSG00000271602	11	4722740	4724171
OR51F3P	ENSG00000272559	11	4736178	4737078
OR51F4P	ENSG00000273051	11	4752046	4752944
SNORA62	ENSG00000201980	11	4756645	4756797
OR51F1	ENSG00000280021	11	4768979	4769938
OR51N1P	ENSG00000176951	11	4786754	4787705
OR52Y1P	ENSG00000231070	11	4793778	4795284
OR52R1	ENSG00000279270	11	4803433	4804380
OR51F2	ENSG00000176925	11	4821321	4822456
OR51A8P	ENSG00000197984	11	4832133	4833072
OR51S1	ENSG00000176922	11	4848237	4849208
OR51H1	ENSG00000176904	11	4859610	4860564
OR51H1	ENSG00000290649	11	4859617	4863652
OR51H2P	ENSG00000198217	11	4876557	4877462
OR51T1	ENSG00000176900	11	4881819	4882883
OR51A6P	ENSG00000197023	11	4889593	4890596
OR51A7	ENSG00000176895	11	4903783	4909462
OR51G2	ENSG00000176893	11	4912588	4919350
OR51G1	ENSG00000278870	11	4923374	4924339
OR51A3P	ENSG00000227023	11	4937371	4938294
OR51A4	ENSG00000205497	11	4942831	4947605
OR51A2	ENSG00000205496	11	4954772	4955713
OR51A5P	ENSG00000225003	11	4972943	4973884
OR51L1	ENSG00000176798	11	4994851	5005536
OR51P1P	ENSG00000224300	11	5015138	5016079
OR52J2P	ENSG00000230261	11	5037013	5037951
OR52J3	ENSG00000205495	11	5046526	5047461
OR52E2	ENSG00000176787	11	5058650	5059627
OR52E1	ENSG00000273085	11	5069572	5070497
OR52S1P	ENSG00000237354	11	5076130	5077066
OR52E3P	ENSG00000226157	11	5092676	5093611
OR52J1P	ENSG00000203560	11	5104153	5105084
OR52A4P	ENSG00000205494	11	5120621	5121578
OR52A5	ENSG00000171944	11	5128776	5138356
OR52A1	ENSG00000182070	11	5146824	5154757
OR51A1P	ENSG00000176752	11	5170351	5171296
OR52Z1P	ENSG00000176748	11	5177714	5178664
OR51V1	ENSG00000176742	11	5199735	5200682
HBB	ENSG00000244734	11	5225464	5229395
HBD	ENSG00000223609	11	5232678	5243657
HBBP1	ENSG00000229988	11	5242120	5243537
BGLT3	ENSG00000260629	11	5244554	5245546
HBG1	ENSG00000213934	11	5248269	5249857
HBG2	ENSG00000196565	11	5253188	5505605
HBE1	ENSG00000213931	11	5268345	5505652
OR51AB1P	ENSG00000229093	11	5291761	5292380
OR51B4	ENSG00000183251	11	5301014	5301946
OR51B5	ENSG00000167355	11	5303444	5505652
OR51B3P	ENSG00000223735	11	5314772	5315684
OR51B2	ENSG00000279012	11	5323359	5324297
OR51B8P	ENSG00000236359	11	5330592	5331360
OR51B6	ENSG00000176239	11	5351508	5352446
OR51M1	ENSG00000184698	11	5383812	5393263
OR51J1	ENSG00000184321	11	5402597	5403547
OR51Q1	ENSG00000167360	11	5422111	5423206
OR51K1P	ENSG00000248424	11	5430653	5431602
OR51I1	ENSG00000167359	11	5440570	5441514
OR51I2	ENSG00000187918	11	5449323	5456518
OR51A10P	ENSG00000230484	11	5468486	5469422
OR52D1	ENSG00000181609	11	5488685	5489749
UBQLN3	ENSG00000175520	11	5507300	5509958
UBQLNL	ENSG00000175518	11	5514393	5518431
OLFM5P	ENSG00000224295	11	5518441	5524955
OR52V1P	ENSG00000249633	11	5527277	5528174
OR52H1	ENSG00000181616	11	5544489	5548540
OR52H2P	ENSG00000248553	11	5551662	5552563
OR52B5P	ENSG00000231049	11	5560967	5561917
OR52T1P	ENSG00000233646	11	5566678	5567616
HNRNPA1P53	ENSG00000229534	11	5571247	5572192
OR52B6	ENSG00000187747	11	5580877	5581884
TRIM6	ENSG00000121236	11	5596109	5612958
TRIM6-TRIM34	ENSG00000258588	11	5596725	5644398
TRIM34	ENSG00000258659	11	5619764	5644398
TRIM5	ENSG00000132256	11	5663195	5938619
TRIM22	ENSG00000132274	11	5689610	5737089
OR52U1P	ENSG00000232381	11	5719290	5720212
OR52P1	ENSG00000181109	11	5726502	5727464
OR56B1	ENSG00000181023	11	5736448	5738523
OR52N4	ENSG00000181074	11	5754243	5755958
OR56B2P	ENSG00000181017	11	5761153	5769080
OR52N5	ENSG00000181009	11	5776165	5783355
OR52N1	ENSG00000181001	11	5786471	5791265
OR52N3P	ENSG00000236965	11	5800364	5801297
OR52N2	ENSG00000180988	11	5808924	5821483
OR52E6	ENSG00000205409	11	5840928	5841952
OR52E8	ENSG00000183269	11	5856749	5857690
OR52E7P	ENSG00000233563	11	5873960	5874892
OR52E4	ENSG00000180974	11	5880629	5887079
OR52E5	ENSG00000277932	11	5893208	5902730
OR52Q1P	ENSG00000277514	11	5903767	5904448
OR56A3	ENSG00000184478	11	5938751	5951347
OR56A5	ENSG00000188691	11	5967177	5968494
OR52L1	ENSG00000183313	11	5985892	5986985
KRT18P58	ENSG00000254831	11	5993876	5994995
OR56A4	ENSG00000183389	11	5999445	6006946
RNA5SP329	ENSG00000202147	11	6016996	6017114
OR56A1	ENSG00000180934	11	6019336	6034338
OR56A7P	ENSG00000255481	11	6045807	6046747
OR52L2P	ENSG00000262980	11	6057286	6058275
OR52X1P	ENSG00000234895	11	6066873	6067786
OR56B4	ENSG00000180919	11	6107684	6108835
OR56B3P	ENSG00000180913	11	6128610	6129556
OR52B1P	ENSG00000180909	11	6151641	6152549
OR52B2	ENSG00000255307	11	6169355	6170326
OR52W1	ENSG00000175485	11	6199224	6200186
C11orf42	ENSG00000180878	11	6205557	6211135
FHIP1B	ENSG00000051009	11	6211345	6234711
CNGA4	ENSG00000132259	11	6234765	6244479
CCKBR	ENSG00000110148	11	6259806	6272127
CAVIN3	ENSG00000170955	11	6318946	6320532
SMPD1	ENSG00000166311	11	6390440	6394998
APBB1	ENSG00000166313	11	6395125	6419414
HPX	ENSG00000110169	11	6431049	6442617
TRIM3	ENSG00000110171	11	6448613	6474459
ARFIP2	ENSG00000132254	11	6474683	6481479
TIMM10B	ENSG00000132286	11	6481501	6484681
DNHD1	ENSG00000179532	11	6497260	6593758
RRP8	ENSG00000132275	11	6595072	6603616
ILK	ENSG00000166333	11	6603708	6610874
TAF10	ENSG00000166337	11	6606294	6612539
TPP1	ENSG00000166340	11	6612768	6619448
DCHS1	ENSG00000166341	11	6621330	6655809
DCHS1-AS1	ENSG00000255390	11	6621451	6622322
MRPL17	ENSG00000158042	11	6680385	6683340
GVINP1	ENSG00000254838	11	6714610	6721880
GVINP2	ENSG00000254781	11	6748131	6750324
OR2AG2	ENSG00000188124	11	6765626	6771976
OR2AG1	ENSG00000279486	11	6783020	6791558
OR6A2	ENSG00000184933	11	6791736	6799689
OR10A5	ENSG00000166363	11	6845683	6846636
OR10A2	ENSG00000170790	11	6863057	6874717
OR10A4	ENSG00000170782	11	6876625	6877619
OR2D2	ENSG00000166368	11	6891574	6892500
OR2D3	ENSG00000178358	11	6921002	6921994
ZNF215	ENSG00000149054	11	6926404	7001004
ZNF214	ENSG00000149050	11	6997085	7020346
NLRP14	ENSG00000158077	11	7020479	7071526
RBMXL2	ENSG00000170748	11	7088998	7091148
MIR302E	ENSG00000221703	11	7234766	7234837
SYT9	ENSG00000170743	11	7238778	7469043
SYT9-AS1	ENSG00000251364	11	7418826	7513665
OLFML1	ENSG00000183801	11	7485388	7511377
PPFIBP2	ENSG00000166387	11	7513298	7657127
CYB5R2	ENSG00000166394	11	7665100	7677222
OVCH2	ENSG00000183378	11	7689437	7706477
OR10AB1P	ENSG00000176716	11	7728400	7729337
OR5P4P	ENSG00000227892	11	7745990	7746906
OR5P1P	ENSG00000166408	11	7772890	7773814
RPL7AP55	ENSG00000241008	11	7783697	7784407
OR5P2	ENSG00000183303	11	7795974	7796942
OR5P3	ENSG00000182334	11	7824818	7830840
OR5E1P	ENSG00000170688	11	7848700	7849626
RNU6-943P	ENSG00000252769	11	7889182	7889279
OR10A6	ENSG00000279000	11	7924592	7931268
OR10A3	ENSG00000170683	11	7937171	7941708
NLRP10	ENSG00000182261	11	7957537	7965447
EIF3F	ENSG00000175390	11	7970251	8001862
COX6CP5	ENSG00000254642	11	7977481	7977708
CASC23	ENSG00000255420	11	8011278	8016520
TUB	ENSG00000166402	11	8019244	8106243
TUB-AS1	ENSG00000248332	11	8060038	8069373
RIC3	ENSG00000166405	11	8106056	8169055
RIC3-DT	ENSG00000246820	11	8169167	8178903
LMO1	ENSG00000166407	11	8224309	8268716
STK33	ENSG00000130413	11	8391868	8594289
TRIM66	ENSG00000166436	11	8612037	8682694
RPL27A	ENSG00000166441	11	8682788	8714759
SNORA3A	ENSG00000200983	11	8684227	8684356
SNORA3B	ENSG00000212607	11	8685439	8685569
DENND2B	ENSG00000166444	11	8693351	8910951
DENND2B-AS1	ENSG00000255159	11	8768778	8810231
RNA5SP330	ENSG00000252905	11	8845263	8845358
Y_RNA	ENSG00000202276	11	8877417	8877518
AKIP1	ENSG00000166452	11	8911139	8920084
C11orf16	ENSG00000176029	11	8920076	8933006
ASCL3	ENSG00000176009	11	8937578	8943016
Y_RNA	ENSG00000223080	11	8943380	8943467
TMEM9B	ENSG00000175348	11	8947202	8965011
TMEM9B-AS1	ENSG00000254860	11	8964502	8977527
NRIP3	ENSG00000175352	11	8965682	9005288
NRIP3-DT	ENSG00000253973	11	9004093	9067776
SCUBE2	ENSG00000175356	11	9019476	9138114
MIR5691	ENSG00000264984	11	9090312	9090379
KRT8P41	ENSG00000213538	11	9094377	9095890
DENND5A	ENSG00000184014	11	9138825	9265959
Metazoa_SRP	ENSG00000273725	11	9279532	9279816
TMEM41B	ENSG00000166471	11	9280654	9314636
PRR13P2	ENSG00000254884	11	9311284	9311689
IPO7	ENSG00000205339	11	9384652	9448127
SNORA23	ENSG00000201998	11	9428773	9428954
ZNF143	ENSG00000166478	11	9460319	9528524
WEE1	ENSG00000166483	11	9573670	9593457
RPL23AP65	ENSG00000243964	11	9606142	9606609
SWAP70	ENSG00000133789	11	9664077	9752993
RN7SKP50	ENSG00000201564	11	9680924	9681238
LINC02709	ENSG00000245522	11	9754770	9759533
